u,g,r,i,z,specClass,redshift,redshift_err
19.13972,18.08833,17.62514,17.34264,17.11651,GALAXY,0.0737039,1.198106e-05
19.22038,17.90859,17.24266,16.82298,16.4551,GALAXY,0.03757672,7.753639e-06
19.38719,18.60317,18.41027,18.05845,18.15884,GALAXY,0.1076534,7.690212e-06
19.13567,17.94511,17.4086,17.16129,17.07387,GALAXY,0.03529505,1.489313e-05
19.24595,17.92207,17.21581,16.834,16.58128,GALAXY,0.09312617,1.466716e-05
17.1315,15.92464,15.4558,15.13653,14.94093,GALAXY,0.05546929,1.175587e-05
18.46729,17.13329,16.54255,16.17355,15.94245,GALAXY,0.05350843,9.463048e-06
18.99902,18.78879,18.62802,18.70176,18.55387,QSO,0.9531425,0.0002664743
18.2483,16.4519,15.58921,15.16577,14.83371,GALAXY,0.04868366,1.303709e-05
17.5272,16.21035,15.49163,15.08849,14.76232,GALAXY,0.05354019,1.337551e-05
19.02176,17.34469,16.4806,16.03506,15.70129,GALAXY,0.05330466,1.291375e-05
17.35397,16.43687,15.8447,15.44321,15.12936,QSO,0.0463713,2.608729e-05
19.31455,18.39281,18.0559,17.92371,17.88985,GALAXY,0.0,0.0
18.63855,16.75814,15.88419,15.46737,15.12963,GALAXY,0.05796709,1.036607e-05
18.74072,17.28601,16.66703,16.33081,16.08293,GALAXY,0.05827271,1.263549e-05
19.54555,19.25855,19.31653,19.14591,19.22923,QSO,1.733628,0.0005277335
18.91351,17.32788,16.53805,16.1411,15.8059,GALAXY,0.09906348,2.792181e-05
19.42368,17.46989,16.45523,16.00309,15.6214,GALAXY,0.08809645,1.824355e-05
19.54887,18.28941,17.69025,17.34983,17.14079,GALAXY,0.08868269,9.376658e-06
18.6687,16.71604,15.71269,15.19529,14.79976,GALAXY,0.07418121,1.519484e-05
18.78053,17.13322,16.34392,15.97072,15.66992,GALAXY,0.03106936,2.194092e-05
18.61833,18.22201,18.27608,18.1484,18.17784,QSO,0.6580797,0.000195417
17.52385,15.73305,14.88603,14.44749,14.14474,GALAXY,0.03055685,8.549327e-06
18.4985,16.52072,15.60409,15.15411,14.82991,GALAXY,0.05841442,1.379527e-05
19.20452,18.20807,18.03532,17.88069,17.72639,GALAXY,0.03480062,3.810212e-06
18.44258,17.13948,16.69938,16.46319,16.46198,GALAXY,0.03193217,8.421815e-06
17.1881,16.03363,15.41547,15.15177,14.86348,GALAXY,0.034624,8.221127e-06
18.0778,17.77038,15.22202,16.65944,17.59111,GALAXY,0.9545634,0.01712676
19.13136,17.07577,16.08567,15.64919,15.28669,GALAXY,0.1145121,3.564073e-05
18.10503,17.59291,17.28841,17.21205,17.11045,QSO,0.9327844,0.0001404392
18.42262,17.49343,17.17599,16.963,17.22459,GALAXY,0.008264262,6.534674e-06
18.98979,18.03807,17.66534,17.31625,17.22691,GALAXY,0.09488009,4.6114e-06
18.95157,17.83457,17.36348,17.026,16.80645,GALAXY,0.0735491,7.023873e-06
19.57955,19.31439,18.73527,18.42907,18.16999,QSO,0.2508444,5.938107e-05
18.82749,17.47461,16.96699,16.67035,16.60711,GALAXY,0.03439178,1.320205e-05
17.40591,16.35398,16.03182,15.82432,15.6645,GALAXY,0.03371072,7.611137e-06
19.37807,17.6918,16.7019,16.17428,15.66356,GALAXY,0.0315293,1.043417e-05
19.43536,17.70268,16.91565,16.58327,16.39128,GALAXY,0.0,0.0
19.14348,19.01254,18.66215,18.48408,18.46564,QSO,1.30702,0.0003563809
19.19874,18.93049,18.88476,19.0062,18.88164,QSO,0.8288788,0.000126081
19.42318,18.2164,17.57244,17.14712,16.86642,GALAXY,0.08024869,5.444557e-06
17.88948,16.19226,15.36571,14.93555,14.58558,GALAXY,0.03469188,1.334472e-05
15.78337,14.31847,13.59032,13.54748,12.97015,GALAXY,0.02008655,1.553026e-05
19.28234,17.92565,17.24105,16.85794,16.64317,GALAXY,0.06959236,1.112654e-05
19.29226,18.17567,17.72699,17.47821,17.35427,GALAXY,0.03590511,7.690623e-06
18.91739,17.41391,16.6543,16.23502,15.96521,GALAXY,0.09147063,9.617734e-06
19.36986,17.62897,16.57471,16.12291,15.75582,GALAXY,0.1382744,3.246911e-05
19.29103,18.14319,17.66179,17.32736,17.17199,GALAXY,0.1212632,9.98115e-06
18.98141,17.26416,16.4324,16.00812,15.71055,GALAXY,0.03397661,3.140519e-05
19.1348,17.5527,16.65966,16.22912,15.89612,GALAXY,0.1174693,1.928656e-05
18.10502,16.69662,15.8786,15.44937,15.16234,GALAXY,0.1302726,1.183441e-05
16.68295,15.77511,15.47188,15.23689,15.13365,GALAXY,0.03523854,5.197099e-06
19.40311,17.68698,17.16261,16.84879,16.63099,GALAXY,0.04810554,7.933196e-06
17.94668,17.82467,17.71116,17.58941,17.38534,QSO,2.037299,0.000308124
17.90471,16.77357,16.3353,16.06979,15.86996,GALAXY,0.03338949,5.915154e-06
19.49017,17.82913,17.07087,16.65459,16.39801,GALAXY,0.0349284,2.089816e-05
19.14374,17.89998,17.27227,16.90228,16.67819,GALAXY,0.09339047,7.702647e-06
17.98231,15.98069,15.0651,14.61469,14.27538,GALAXY,0.04493825,1.135073e-05
19.57919,18.7239,18.18332,17.79597,17.71374,GALAXY,0.1937038,5.493747e-06
19.15965,18.08303,17.43151,17.04819,16.83599,GALAXY,0.1760889,1.032939e-05
18.53047,16.65865,15.79631,15.39027,15.06109,GALAXY,0.06399573,1.542285e-05
19.42289,18.97746,18.73338,18.54605,18.05569,QSO,0.3888,2.834842e-05
18.27091,17.09801,16.6238,16.35662,16.1642,GALAXY,0.03623921,8.015663e-06
19.40045,18.89439,18.75167,18.68145,18.50568,QSO,2.203722,0.0003003904
19.43461,18.10644,17.23718,16.82517,16.53634,GALAXY,0.1326404,1.538911e-05
19.11719,17.07855,16.0342,15.56173,15.21165,GALAXY,0.1071987,2.078481e-05
18.35915,17.09407,16.60403,16.34599,16.11408,GALAXY,0.04762553,1.288355e-05
19.14657,17.1626,16.23071,15.76521,15.40972,GALAXY,0.0537833,1.695378e-05
19.24299,17.99903,17.372,16.96402,16.76223,GALAXY,0.09383722,6.277098e-06
19.56245,18.32137,17.79488,17.49718,17.36943,GALAXY,0.02900963,1.333133e-05
19.13909,17.93497,17.36921,16.97629,16.79226,GALAXY,0.1299749,6.202558e-06
17.53829,17.20517,17.21975,17.16396,16.84448,QSO,0.4112223,7.279695e-05
18.97325,17.39038,16.57829,16.09777,15.77237,GALAXY,0.05689445,9.809642e-06
18.27385,16.9859,16.33612,15.93408,15.68785,GALAXY,0.07185417,9.276265e-06
18.00468,16.52417,15.7846,15.3723,15.12787,GALAXY,0.04800186,2.022985e-05
18.74885,17.33403,16.61542,16.27579,16.04336,GALAXY,0.03464231,2.932214e-05
19.25035,19.15994,18.89324,18.65877,18.43521,QSO,0.2548591,3.691099e-05
18.67548,17.51033,16.93845,16.50182,16.29877,GALAXY,0.09146027,4.932161e-06
18.86917,17.67998,17.09915,16.72779,16.53708,GALAXY,0.09698135,9.166249e-06
18.87801,18.79948,18.61343,18.6114,18.67694,QSO,1.188512,0.0006196816
19.537,17.62759,16.67024,16.21723,15.84979,GALAXY,0.08405446,2.380483e-05
18.63036,17.09498,16.27603,15.83647,15.53522,GALAXY,0.07712195,7.456107e-06
19.47897,17.64455,16.69021,16.26843,15.91963,GALAXY,0.08472162,1.854829e-05
18.83318,17.35363,16.65066,16.25375,15.99208,GALAXY,0.1026948,1.57393e-05
18.6124,17.5403,16.90199,16.50665,16.23101,GALAXY,0.1340287,7.987361e-06
18.59455,17.74814,17.31001,16.94937,16.88634,GALAXY,0.07249342,7.562176e-06
19.44354,18.05436,17.323,16.94042,16.63512,GALAXY,0.1239992,1.962807e-05
18.24265,17.17553,16.73567,16.46355,16.23429,GALAXY,0.03704661,6.820214e-06
19.4399,18.02032,17.2411,16.86152,16.5831,GALAXY,0.0679789,2.547664e-05
19.01539,17.45155,16.70119,16.29317,15.99951,GALAXY,0.07140229,1.37115e-05
18.14274,17.2695,16.87061,16.6458,16.45895,GALAXY,0.03520501,5.891691e-06
18.21885,17.20645,16.71415,16.39399,16.21687,GALAXY,0.05995588,7.277883e-06
16.6205,15.21903,14.41939,14.00753,13.64198,GALAXY,0.01355872,6.929202e-06
19.35589,17.61485,16.64405,16.2077,15.80667,GALAXY,0.0813824,2.225588e-05
18.67362,17.13427,16.40226,16.04287,15.77577,GALAXY,0.03719247,2.609739e-05
19.17035,18.71369,17.95276,17.66958,17.19107,QSO,0.2976846,3.722032e-05
19.18783,17.34961,16.35558,15.91416,15.54311,GALAXY,0.09472094,1.661308e-05
18.58646,18.28255,18.31744,18.39461,18.57088,QSO,1.258163,0.9748405
19.40625,18.26435,17.85943,17.56088,17.45473,GALAXY,0.1073148,8.453171e-06
19.5201,19.15639,18.95407,18.70362,18.35722,QSO,2.143911,0.0003325566
19.06089,18.16271,17.85444,17.5842,17.48681,GALAXY,0.06166857,6.97968e-06
18.66571,17.37289,16.7626,16.41144,16.17375,GALAXY,0.04009522,1.367447e-05
18.85003,18.5427,18.413,18.19959,18.13386,QSO,0.5039661,0.0001045507
18.29445,18.10736,18.07609,17.96896,17.93807,QSO,1.88174,0.0005659435
19.34613,17.19838,16.17034,15.68917,15.30625,GALAXY,0.0899504,1.614671e-05
18.36097,17.23698,16.80932,16.52009,16.34549,GALAXY,0.06847838,7.256929e-06
18.86746,17.68049,17.20636,16.91924,16.83665,GALAXY,0.05239752,9.081765e-06
18.95451,17.13007,16.1497,15.76184,15.40552,GALAXY,0.09568243,2.495978e-05
19.30264,17.79924,16.94378,16.50348,16.18888,GALAXY,0.08693952,1.239861e-05
18.65866,17.62852,17.3245,17.19171,17.19928,GALAXY,0.0,0.0
18.7384,17.70447,17.2163,16.91735,16.7728,GALAXY,0.05014856,7.40273e-06
17.97111,17.03047,16.88901,16.77217,16.74897,GALAXY,0.03238736,4.618342e-06
19.35004,17.8323,16.93556,16.46282,16.10226,GALAXY,0.1340666,2.92508e-05
18.01429,16.55831,15.93076,15.58446,15.32455,GALAXY,0.03953636,1.815677e-05
19.30662,19.14054,19.15935,18.85006,19.0137,QSO,1.698754,0.0004810553
18.5977,17.4912,17.17051,16.91459,16.77149,GALAXY,0.04490232,6.232471e-06
18.34451,18.25364,17.96053,17.92625,17.91689,QSO,1.345552,0.000450757
19.1701,18.05867,17.59006,17.27044,17.04152,GALAXY,0.04622647,4.965924e-06
19.572,17.70716,16.61955,16.14138,15.76651,GALAXY,0.129842,2.059426e-05
19.45733,18.2459,17.56742,17.14981,16.8751,GALAXY,0.07774817,8.08834e-06
16.86228,15.57561,15.22902,15.09496,15.08345,GALAXY,0.0,0.0
19.43148,19.4188,19.11381,19.1703,19.34366,QSO,1.279484,0.0005126804
19.35262,17.46611,16.48178,16.06297,15.74962,GALAXY,0.1033545,2.524878e-05
18.83665,17.2878,16.59039,16.23507,15.95272,GALAXY,0.04686873,1.558297e-05
19.07315,18.19786,17.77999,17.49187,17.39711,GALAXY,0.09386574,5.731967e-06
18.87305,17.10331,16.36239,15.96684,15.66019,GALAXY,0.04523484,1.067938e-05
18.5348,17.56994,17.3433,17.21309,17.06307,GALAXY,0.01517324,1.619413e-05
18.41515,17.15144,16.54612,16.17605,15.91838,GALAXY,0.05610023,1.026702e-05
19.39528,18.0683,17.41405,16.92689,16.8136,GALAXY,0.0823217,6.906796e-06
19.17666,17.63932,16.82358,16.35464,16.0153,GALAXY,0.07758146,8.93165e-06
18.7173,17.6638,17.26534,16.98587,16.82664,GALAXY,0.04048146,5.388214e-06
18.20315,17.97304,17.85729,17.93747,17.85999,QSO,0.9030273,0.0001677883
19.53577,18.22805,17.71697,17.40791,17.19462,GALAXY,0.04522566,8.02774e-06
19.16604,18.11191,17.70172,17.40034,17.27535,GALAXY,0.09721243,8.141304e-06
17.17946,15.11988,14.20854,13.76167,13.39592,GALAXY,0.04413612,1.382843e-05
17.90857,16.70167,16.05814,15.67144,15.38056,GALAXY,0.03334428,9.006556e-06
19.3742,17.79743,17.05915,16.67822,16.3999,GALAXY,0.03834704,1.616433e-05
18.60497,17.48061,17.15172,16.93305,16.85424,GALAXY,0.03835211,6.635026e-06
19.04693,17.73322,17.11571,16.76834,16.54216,GALAXY,0.02380157,1.368384e-05
19.43531,17.83479,16.97042,16.44908,16.09852,GALAXY,0.08049734,8.64299e-06
19.12252,17.65034,16.92978,16.51285,16.25665,GALAXY,0.08539423,8.745998e-06
19.50854,18.41291,17.85722,17.57453,17.39861,GALAXY,0.1307908,8.888262e-06
18.36054,17.06014,16.28753,15.87426,15.52494,GALAXY,0.02519231,8.330549e-06
18.46733,18.28636,17.81359,17.45157,17.33389,QSO,0.2388927,3.770694e-05
18.41063,17.43873,17.20061,16.98923,16.91053,GALAXY,0.0538054,4.590086e-06
19.54093,17.54196,16.55466,16.10946,15.74798,GALAXY,0.1085382,1.904701e-05
18.10147,17.03846,16.66165,16.39346,16.2338,GALAXY,0.05573285,6.367839e-06
16.77687,14.67074,13.61557,13.07627,12.69638,GALAXY,0.03063635,1.012678e-05
19.20901,17.92944,17.19974,16.79539,16.53824,GALAXY,0.1126019,1.701023e-05
18.9572,17.78409,17.16884,16.72509,16.53619,GALAXY,0.08965804,8.497092e-06
18.24252,16.4297,15.58055,15.18143,14.87268,GALAXY,0.03937394,1.473009e-05
19.36625,17.90095,16.99705,16.55571,16.22367,GALAXY,0.1572874,2.150756e-05
18.70134,16.92584,15.94019,15.51095,15.17761,GALAXY,0.1075102,2.03212e-05
18.85312,18.77049,18.75047,18.61062,18.59618,QSO,1.904687,0.0005138427
17.56424,16.37542,15.85581,15.58936,15.42297,GALAXY,0.01839615,1.10672e-05
17.67527,16.49428,16.05738,15.81861,15.66408,GALAXY,0.03183241,8.266337e-06
19.48335,17.71972,16.85586,16.44692,16.12395,GALAXY,0.06516982,1.556245e-05
18.83315,18.12931,17.71568,17.34723,17.29613,GALAXY,0.1522665,8.334429e-06
19.19079,17.91864,17.25243,16.86358,16.62344,GALAXY,0.1354767,8.517161e-06
18.32621,16.54444,15.68193,15.27087,14.94303,GALAXY,0.05384583,1.481865e-05
18.32916,16.44992,15.5882,15.19963,14.8911,GALAXY,0.04305433,1.437253e-05
18.33946,17.1831,16.70027,16.3614,16.20642,GALAXY,0.05670944,6.375418e-06
18.95293,17.52917,16.92802,16.55082,16.28988,GALAXY,0.05594859,6.972516e-06
19.09222,17.47671,16.71216,16.35291,16.07181,GALAXY,0.03621797,1.977045e-05
18.72752,17.0404,16.05794,15.58988,15.20252,GALAXY,0.07811995,1.658125e-05
19.38073,17.53219,16.71069,16.27474,15.93627,GALAXY,0.04331339,2.490349e-05
19.30961,18.00025,17.50078,17.15347,16.94596,GALAXY,0.08988852,1.069747e-05
19.27161,18.93558,18.91411,18.77427,18.67352,QSO,0.465074,0.0001037134
17.92646,17.51011,17.17909,17.07607,17.07649,QSO,1.321321,0.0002620883
19.38122,19.3444,19.17156,19.07392,19.02711,QSO,1.412287,0.0008921374
18.78686,17.00589,16.10771,15.63123,15.31729,GALAXY,0.08679556,1.127252e-05
18.04754,16.225,15.40897,15.00006,14.6656,GALAXY,0.07843094,1.157773e-05
19.32798,17.3787,16.30498,15.858,15.4864,GALAXY,0.1273764,2.222196e-05
19.34222,17.99618,17.39987,17.02633,16.77867,GALAXY,0.08997302,1.120198e-05
18.93875,17.50221,16.80173,16.41161,16.14123,GALAXY,0.05485883,8.955533e-06
19.54388,18.11725,17.36483,16.92949,16.6779,GALAXY,0.08931982,1.291118e-05
19.1638,18.00377,17.52583,17.22454,17.0376,GALAXY,0.03741362,1.295831e-05
19.08418,17.58208,16.96192,16.6562,16.4315,GALAXY,0.03403339,1.807404e-05
19.51856,18.23356,17.60644,17.25137,16.97258,GALAXY,0.09636232,9.901134e-06
19.01143,17.75875,17.37733,17.19877,17.12404,GALAXY,0.03761992,9.436252e-06
17.89973,16.54156,15.86939,15.48992,15.22486,GALAXY,0.05522499,1.156268e-05
19.46084,17.72886,17.07547,16.72796,16.53948,GALAXY,0.02857579,1.352706e-05
18.63268,17.0647,16.30949,15.88838,15.58278,GALAXY,0.07177987,1.67173e-05
19.13089,17.99106,17.4556,17.02453,16.84585,GALAXY,0.09045121,6.353493e-06
19.53209,18.24064,17.6593,17.30964,17.10239,GALAXY,0.08332394,1.253786e-05
18.668,17.18741,16.61594,16.29934,16.00145,GALAXY,0.0331585,7.700181e-06
18.00429,16.91482,17.80577,17.77415,17.91238,GALAXY,0.03772417,4.176514e-06
18.73576,16.83826,15.94847,15.53803,15.15638,GALAXY,0.07018682,1.717479e-05
19.44091,19.0508,18.80532,18.57421,18.44937,QSO,0.4916155,4.814402e-05
18.69497,16.89247,16.05857,15.64906,15.31794,GALAXY,0.03829926,1.450203e-05
17.39853,15.50462,14.67036,14.28955,13.95727,GALAXY,0.03594491,8.659801e-06
18.45068,17.10629,16.42191,16.03419,15.76419,GALAXY,0.08724734,1.299327e-05
19.45822,17.77148,16.98945,16.52658,16.16854,GALAXY,0.08898301,1.229824e-05
18.14006,16.64186,15.9736,15.57736,15.30391,GALAXY,0.04910044,7.327544e-06
18.80266,17.4402,16.81114,16.42851,16.17792,GALAXY,0.05112956,1.152619e-05
19.34539,18.75969,18.5616,18.56359,18.39101,QSO,2.449586,0.0002167305
19.14098,17.88659,17.4865,17.17731,17.02037,GALAXY,0.06016224,6.476861e-06
19.15598,18.01074,17.61096,17.33426,17.07483,GALAXY,0.04652927,7.867822e-06
18.66008,18.26892,18.1506,18.00705,17.89796,QSO,0.4521472,5.473677e-05
18.81177,17.45736,16.79737,16.42335,16.14354,GALAXY,0.1164122,2.034513e-05
19.0411,17.30343,16.47719,16.05736,15.72687,GALAXY,0.1050868,3.055673e-05
18.76435,18.66298,18.61937,18.37742,18.28512,QSO,1.902021,0.0002930404
18.5421,16.62929,15.68836,15.24109,14.86877,GALAXY,0.04743502,1.05537e-05
19.56877,18.38409,17.63518,17.24813,16.97853,GALAXY,0.1634866,1.551239e-05
19.49581,19.22683,18.92641,18.90668,18.67607,QSO,0.9407854,0.0004751861
19.5451,18.46362,17.88469,17.53853,17.27798,GALAXY,0.0771531,1.892618e-05
17.86597,16.00026,15.14151,14.70236,14.3791,GALAXY,0.03707054,1.313055e-05
17.16476,15.48058,14.66844,14.25553,13.96506,GALAXY,0.04049202,1.323962e-05
19.30421,17.60695,16.85843,16.46227,16.19943,GALAXY,0.05175179,2.886994e-05
19.30616,19.06379,18.43512,17.98319,17.77876,QSO,0.2291649,4.619908e-05
19.55178,18.54812,18.06986,17.71996,17.59386,GALAXY,0.1016081,7.736963e-06
19.46638,17.70166,16.79736,16.39165,16.06069,GALAXY,0.09265207,2.194945e-05
18.10787,16.3833,15.61308,15.22743,14.90002,GALAXY,0.03708398,1.199028e-05
18.98252,18.6888,18.29806,18.15037,18.15616,QSO,1.307767,0.0005735939
17.33021,15.98607,15.41943,15.08391,14.8529,GALAXY,0.04558093,1.112279e-05
16.99657,15.19916,14.39753,14.01671,13.69614,GALAXY,0.03329526,1.475268e-05
19.58536,18.32635,17.4465,17.07265,16.76716,GALAXY,0.1956289,5.298375e-05
18.54738,16.95256,16.01662,15.55287,15.2365,GALAXY,0.05368819,1.393537e-05
19.37161,18.15062,17.67129,17.34737,17.15396,GALAXY,0.08034947,8.367684e-06
19.25213,18.11408,17.6499,17.45464,17.24525,GALAXY,0.03140417,2.908279e-05
18.88527,17.48443,16.77835,16.36846,16.06566,GALAXY,0.0598586,7.161687e-06
19.31289,17.43406,16.43326,15.99072,15.6731,GALAXY,0.09712588,1.699299e-05
19.12854,17.72729,17.05533,16.6772,16.38912,GALAXY,0.03705461,1.122601e-05
19.18002,18.10326,17.76764,17.47089,17.34949,GALAXY,0.04784726,5.97599e-06
19.22422,19.17954,19.09266,18.83384,18.72953,QSO,1.805284,0.0004165783
19.57237,19.42102,19.37477,19.13526,18.86165,QSO,2.088961,0.0001731066
17.71622,16.63957,16.22539,15.96421,15.82406,GALAXY,0.03370925,7.140228e-06
19.48505,17.42899,16.47766,16.02974,15.68684,GALAXY,0.05210991,2.328314e-05
18.99164,17.37954,17.0018,16.75322,16.58821,GALAXY,0.03857435,9.061108e-06
19.20633,18.24317,17.94294,17.65177,17.65875,GALAXY,0.0958886,5.195367e-06
17.65188,16.2231,15.44928,15.00863,14.69046,GALAXY,0.07199702,1.137979e-05
19.38416,17.75839,16.99088,16.58087,16.24023,GALAXY,0.03350143,2.259493e-05
18.13258,16.33442,15.47726,15.05223,14.70164,GALAXY,0.03754777,1.010842e-05
19.51273,18.22962,17.6175,17.28353,17.01322,GALAXY,0.1177997,1.577976e-05
17.39054,16.44025,16.02054,15.70423,15.54049,GALAXY,0.05404872,7.484255e-06
17.30784,15.44844,14.61318,14.21031,13.91172,GALAXY,0.03456078,9.422219e-06
19.01792,18.25285,17.96334,17.68333,17.65013,GALAXY,0.1185031,8.631027e-06
19.59965,17.57121,16.5635,16.13494,15.78134,GALAXY,0.101814,2.20579e-05
18.88066,17.34932,16.51756,16.07454,15.73998,GALAXY,0.09290814,1.176702e-05
19.30836,17.28267,16.23285,15.76667,15.40317,GALAXY,0.1262607,2.630487e-05
19.05522,17.47747,16.54862,16.11596,15.76101,GALAXY,0.1102798,2.359408e-05
17.69487,16.45081,15.91876,15.6242,15.49873,GALAXY,0.03611037,1.578984e-05
19.3926,17.54281,16.76992,16.39624,16.11219,GALAXY,0.04225079,1.953596e-05
18.53774,17.65002,17.4625,17.20446,17.15692,GALAXY,0.0482134,5.344398e-06
19.52205,18.14665,17.38158,17.01081,16.73518,GALAXY,0.09702696,1.036357e-05
19.57251,18.05949,17.49474,17.16687,17.10271,GALAXY,0.04263031,1.966646e-05
18.61567,18.3913,18.34888,18.25565,18.03326,QSO,2.169847,0.0001319304
18.767,18.51197,18.20249,18.21247,18.2084,QSO,1.016611,0.000120093
18.8682,17.72206,17.19774,16.82527,16.73916,GALAXY,0.08773414,9.829254e-06
19.03995,17.1086,16.12328,15.64708,15.29651,GALAXY,0.08539674,8.745042e-06
17.99623,16.08479,15.13609,14.63068,14.24084,GALAXY,0.05063315,1.267042e-05
19.28501,17.46874,16.61262,16.20724,15.88853,GALAXY,0.050877,1.147262e-05
18.62209,17.19517,16.43048,16.02637,15.71162,GALAXY,0.09647993,1.574497e-05
18.47884,17.1622,16.67697,16.45455,16.26389,GALAXY,0.0184385,4.594778e-06
19.25103,19.16754,18.95467,19.05699,19.09707,QSO,1.060472,0.0002367029
18.94316,17.74868,17.2209,16.90604,16.84633,GALAXY,0.06518491,1.118489e-05
18.85104,17.68047,17.26768,16.98402,16.79462,GALAXY,0.06125472,7.866133e-06
19.06937,17.10723,16.18519,15.80711,15.46034,GALAXY,0.1085747,1.701401e-05
18.95385,17.74154,17.12692,16.73001,16.50172,GALAXY,0.08483575,1.165643e-05
19.08635,17.40054,16.53794,16.125,15.82093,GALAXY,0.07288462,1.791502e-05
17.12841,15.91763,15.42068,15.11177,14.87589,GALAXY,0.03162352,1.493648e-05
19.47953,17.99708,17.25916,16.81445,16.56133,GALAXY,0.08784963,8.350328e-06
17.47725,16.08175,15.41653,15.01005,14.74835,GALAXY,0.05775422,8.089387e-06
19.22452,17.94555,17.38338,17.04479,16.85237,GALAXY,0.06049922,1.929703e-05
19.45876,19.13704,18.91776,18.68773,18.48841,QSO,1.170949,0.364103
18.80138,16.83027,15.81366,15.36986,15.03087,GALAXY,0.1076122,1.734061e-05
18.58179,16.65891,15.73631,15.3308,15.01912,GALAXY,0.08514666,1.282849e-05
18.61711,18.32814,17.88322,17.75201,17.68363,QSO,1.407155,0.0001783497
19.3299,17.7111,16.81255,16.32693,15.96056,GALAXY,0.08376002,1.117724e-05
19.48434,18.99198,18.81918,18.52225,18.63237,QSO,1.814933,0.000252849
18.71784,17.65345,17.34674,17.15025,17.04058,GALAXY,0.03333024,4.851207e-06
18.56369,16.72327,15.79623,15.37091,15.00125,GALAXY,0.07012362,1.148119e-05
19.56417,17.68559,16.76679,16.26026,15.88581,GALAXY,0.07987146,1.367768e-05
18.86834,18.50214,18.32633,18.35914,18.20388,QSO,2.211821,0.0002142951
16.26886,14.42758,13.61557,13.1744,12.86566,GALAXY,0.0306981,8.945086e-06
18.6659,17.54488,17.22667,17.00934,16.87521,GALAXY,0.04357061,6.286039e-06
16.4432,15.29147,14.64795,14.26606,13.95745,GALAXY,0.03577274,1.058511e-05
17.93472,16.73767,16.25062,15.9677,15.72493,GALAXY,0.0322175,8.72797e-06
18.94285,17.61882,17.108,16.81696,16.57759,GALAXY,0.03838373,9.449668e-06
17.88597,16.18417,15.3607,14.97623,14.6876,GALAXY,0.04464702,1.188311e-05
19.02563,17.48966,17.1286,16.87631,16.73832,GALAXY,0.0431868,6.2699e-06
18.68392,18.3307,18.1045,17.96641,18.0528,QSO,1.49859,0.0004660195
18.83139,17.12803,16.29152,15.83069,15.48323,GALAXY,0.02950482,1.888743e-05
17.51888,15.85472,14.99505,14.53472,14.19055,GALAXY,0.06044166,1.606529e-05
19.24592,17.47646,16.47817,16.04472,15.68851,GALAXY,0.1228459,2.816076e-05
19.48552,17.65456,16.76535,16.34569,15.98862,GALAXY,0.05174201,2.224811e-05
19.19661,17.86276,17.18472,16.81441,16.53096,GALAXY,0.03302642,8.194771e-06
17.81324,16.59368,16.05412,15.78301,15.57709,GALAXY,0.01489551,8.072121e-06
19.14894,18.41714,18.09077,17.8117,17.80407,QSO,1.519584,0.0002487228
19.1148,18.78389,18.91883,18.61868,18.60044,QSO,0.5553493,0.0001449349
18.41301,16.33865,15.31977,14.81573,14.41403,GALAXY,0.07650215,2.121704e-05
19.17782,18.99251,18.71004,18.65983,18.72872,QSO,1.147408,0.0002978557
19.49476,18.15067,17.60569,17.26135,17.07387,GALAXY,0.08476401,7.284435e-06
